ID_Caso,Repositorio,CWE,Origem,Modelo_LLM,Tipo_Prompt,Gabarito,Status_Semgrep,Classificacao_Semgrep,Veredito_LLM,Classificacao_LLM,Tempo_Execucao_s,Justificativa,Num_Locations,Ficha_CWE,Versao_Prompt,Hash_Catalogo,Tokens_Entrada,Tokens_Saida,Custo_USD
5e5c4b7d:CWE-338:false_positive#2,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.45,"O uso de `math/rand` neste contexto não constitui uma vulnerabilidade real. A função `rand.Intn(256)` é usada para gerar um número aleatório entre 0 e 255, que é então convertido em um byte. Este processo não é usado para gerar tokens, chaves ou nonces que exigem imprevisibilidade criptográfica. Em vez disso, parece ser uma operação simples de geração de números aleatórios para fins de distribuição uniforme entre 0 e 255.",3,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1065,135,0.00000000
5e5c4b7d:CWE-352:false_positive,argoproj/argo-cd,CWE-352,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.45,"O código não está alterando estado no servidor em resposta à requisição WebSocket. Ele apenas estabelece uma conexão de WebSocket e extrai um token do cabeçalho da requisição. Como não há nenhuma ação que possa ser comprometida por CSRF, este alerta é um FALSO POSITIVO.",1,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1059,90,0.00000000
5e5c4b7d:CWE-377:false_positive,argoproj/argo-cd,CWE-377,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.57,"A entrada que está sendo usada para criar o arquivo temporário é uma string constante ('/tmp/tls.crt' e '/tmp/tls.key'), não controlável por um agente externo. Além disso, a criação do arquivo temporário está sendo feita em um diretório compartilhado (tmp), mas isso não constitui uma vulnerabilidade em si, pois o caminho é inalcançável no contexto deste código.",1,fallback,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1782,111,0.00000000
5e5c4b7d:CWE-400:false_positive,argoproj/argo-cd,CWE-400,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.26,"O código não está sujeito a uma bomba de descompressão (zip bomb) porque ele lida com arquivos tar, não zip. A função `untar` é projetada para ler e extrair arquivos tar, não zip. Além disso, o código inclui verificações de segurança contra ataques como zip-slip e symlinks inválidos, que são específicos para arquivos tar e não aplicáveis a arquivos zip.",1,fallback,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1389,113,0.00000000
5e5c4b7d:CWE-470:false_positive,argoproj/argo-cd,CWE-470,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.31,"O código não usa reflexão para selecionar métodos ou campos com base em entrada externa. Em vez disso, ele itera sobre um conjunto fixo de campos permitidos ('Status', 'Health', 'Hook', 'Message') e atualiza apenas esses campos se houver uma diferença entre os valores atuais e novos.",1,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,992,87,0.00000000
5e5c4b7d:CWE-601:false_positive,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.15,"O código verifica se a URL de logout é uma URL absoluta (iniciada com 'http://' ou 'https://') antes de redirecionar. Se for uma URL absoluta, ela é rejeitada e o usuário é redirecionado para um URL interno padrão. Isso impede que o atacante use a entrada do usuário para redirecionar para um site malicioso.",3,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1532,105,0.00000000
5e5c4b7d:CWE-601:false_positive#1,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),1108.26,"O código não está sujeito a uma vulnerabilidade de redirecionamento aberto (open redirect) porque o destino do redirecionamento é construído a partir da combinação de `req.Host` e `req.URL.Path`, que são partes controladas pelo servidor e não por entrada externa. Além disso, o código adiciona um prefixo baseado em `rootPath`, garantindo que o resultado seja sempre uma URL relativa ao contexto do servidor.",3,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1108,116,0.00000000
5e5c4b7d:CWE-601:false_positive#2,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.09,"O código verifica se o valor de `return_url` é válido antes de usá-lo para redirecionamento. A função `isValidRedirectURL` garante que a URL fornecida seja segura e confiável, rejeitando qualquer URL absoluta ou não correspondente ao domínio permitido. Portanto, este código não constitui uma vulnerabilidade de redirecionamento aberto.",3,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1427,102,0.00000000
5e5c4b7d:CWE-614:false_positive,argoproj/argo-cd,CWE-614,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.57,"O cookie em questão é um token de autenticação, que é sensível. No entanto, o código está configurando o atributo 'Secure' para true, conforme mostrado abaixo: argocdCookie := http.Cookie{Name: cookie.Name, Value: """", Path: ""/"" + strings.TrimRight(strings.TrimLeft(h.baseHRef, ""/""), ""/""), Secure: true}. Portanto, este é um caso de FALSO POSITIVO.",2,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1452,117,0.00000000
5e5c4b7d:CWE-614:false_positive#1,argoproj/argo-cd,CWE-614,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),VP,Falso Positivo (Ruído Mantido),5.05,"O cookie de estado (state) é criado sem o atributo 'Secure', o que pode expor seu valor em conexões HTTP não cifradas, mesmo que a aplicação esteja sendo acessada via HTTPS. De acordo com a RFC 6749, o valor do state deve ser guessable com probabilidade <= 2^(-128), e transmitir esse cookie por HTTP não seguro pode comprometer a segurança da sessão.",2,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1084,112,0.00000000
5e5c4b7d:CWE-665:false_positive,argoproj/argo-cd,CWE-665,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.99,"O código não inicializa a variável `response` de forma inadequada. A variável `response` é usada apenas para verificar se o status code é `http.StatusNotFound`, que indica que o repositório não foi encontrado. Neste contexto, a variável `response` não está sendo modificada ou usada em uma maneira que possa levar a um estado inesperado ou previsível.",5,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1224,105,0.00000000
5e5c4b7d:CWE-665:false_positive#1,argoproj/argo-cd,CWE-665,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.58,"O código não apresenta uma vulnerabilidade real. A variável `resp` é usada para verificar o status da resposta HTTP, mas ela não é modificada após a inicialização. O uso de `resp.StatusCode` para verificar erros e retornar um valor padrão em caso de `http.StatusNotFound` é uma prática comum e segura.",5,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1079,90,0.00000000
5e5c4b7d:CWE-665:false_positive#2,argoproj/argo-cd,CWE-665,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.21,"O alerta é um FALSO POSITIVO porque a iteração sobre o mapa `orphanedNodesMap` não constitui uma vulnerabilidade. O mapa é inicializado corretamente e preenchido com valores antes de ser iterado, conforme mostrado no código.",5,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,2145,75,0.00000000
5e5c4b7d:CWE-665:false_positive#3,argoproj/argo-cd,CWE-665,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.77,"O código não está iterando sobre um mapa vazio. A variável `repoRefs` é inicializada como um mapa vazio, mas logo após isso, a função `resolveReferencedSources` é chamada para preenchê-lo com valores. Se o mapa estivesse vazio, seria uma situação problemática, mas neste caso, ele sempre será populado antes de ser iterado.",5,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1148,99,0.00000000
5e5c4b7d:CWE-665:false_positive#4,argoproj/argo-cd,CWE-665,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),3.99,"A variável `r` é inicializada dentro do loop for antes de ser usada. Ela não é modificada em nenhum ponto entre a inicialização e o uso, então não há risco de um nil dereference.",5,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1013,65,0.00000000
5e5c4b7d:CWE-667:false_positive,argoproj/argo-cd,CWE-667,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),3.96,"O uso de defer t.writeLock.Unlock() logo após o Lock garante que o mutex seja liberado em todos os caminhos de retorno, incluindo o de erro. Portanto, não há risco de trava residual ou deadlock neste código.",1,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,973,69,0.00000000
5e5c4b7d:CWE-79:false_positive,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.29,"O código não está utilizando a função `template.HTML` para incorporar dados de entrada do usuário diretamente em uma saída HTML. Em vez disso, ele usa o pacote `text/template`, que já aplica escape automático a qualquer conteúdo inserido. Portanto, não há risco de injeção de script e este alerta é um FALSO POSITIVO.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1223,97,0.00000000
5e5c4b7d:CWE-79:false_positive#1,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.75,"O código não está utilizando a função `text/template` para renderizar conteúdo gerado pelo usuário, o que significa que não há vulnerabilidade de Cross-Site Scripting (XSS). Em vez disso, o código utiliza a biblioteca `html/template`, que fornece funcionalidade interna para escapar automaticamente o conteúdo HTML. Portanto, este é um FALSO POSITIVO.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1197,101,0.00000000
5e5c4b7d:CWE-79:false_positive#3,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.23,"O código não está diretamente escrevendo dados de entrada do usuário em um http.ResponseWriter sem escape. Em vez disso, ele está escrevendo conteúdo formatado como texto simples, que não é vulnerável a injeção de script.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1345,67,0.00000000
5e5c4b7d:CWE-79:false_positive#4,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.70,"O código não está incorporando diretamente a entrada do usuário em uma string HTML manualmente construída. Em vez disso, ele usa um template SVG que é preenchido com dados de entrada sanitizados. O uso de `fmt.Fprintf(w, ...)` não é encontrado neste contexto.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,2778,77,0.00000000
5e5c4b7d:CWE-79:false_positive#5,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.47,"O código não está incorporando dados do usuário diretamente na saída HTML sem escape apropriado. Em vez disso, ele usa o pacote `html/template` para renderizar conteúdo HTML de forma segura.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1161,62,0.00000000
5e5c4b7d:CWE-79:false_positive#6,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.44,"O código não está vulnerável a Cross-site Scripting (XSS) porque os dados sendo escritos no http.ResponseWriter são arquivos de JavaScript, que já são tratados como HTML pelo navegador. Além disso, o conteúdo dos arquivos é lido e escrito diretamente sem qualquer manipulação ou escape adicional.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1208,83,0.00000000
5e5c4b7d:CWE-79:false_positive#7,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.35,"O código não está incorporando dados de entrada do usuário diretamente na saída HTML sem escape apropriado. Em vez disso, ele usa o pacote `text/template` para renderizar conteúdo HTML, que fornece funcionalidade interna para escapar automaticamente o conteúdo HTML.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1139,78,0.00000000
5e5c4b7d:CWE-79:false_positive#8,argoproj/argo-cd,CWE-79,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.34,"O código não está incorporando dados do usuário diretamente na saída HTML. A variável `swaggerJSON` é uma string constante definida no código, não recebendo entrada externa. Portanto, não há risco de injeção de script e o alerta é um FALSO POSITIVO.",9,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1024,84,0.00000000
5e5c4b7d:CWE-94:false_positive,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.90,"O texto do comando é constante e não provém de entrada externa. A função 'command' constrói um objeto 'exec.Cmd' com um caminho de execução fixo ('name') e argumentos variáveis ('arg...'), mas esses valores são passados como dados para a execução, não como código injetável.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,939,88,0.00000000
5e5c4b7d:CWE-94:false_positive#1,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),3.78,"O texto do comando é constante do programa; a entrada externa é apenas dado interpolado, não código de comando.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1348,42,0.00000000
5e5c4b7d:CWE-94:false_positive#2,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.53,"O texto do comando é constante e não vem da entrada externa. A função `exec.Command` está sendo usada para invocar um editor de texto, onde o nome do editor e seus argumentos são definidos em variáveis locais que podem ser configuradas pelo usuário através de uma variável de ambiente. No entanto, esses valores não são utilizados diretamente na geração de comandos dinâmicos ou na execução de código arbitrário. O texto do comando é fixo e não contém partes que possam ser injetadas pelo usuário.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1066,138,0.00000000
5e5c4b7d:CWE-94:false_positive#3,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),3.84,"O texto do comando é constante; a entrada externa entra apenas como dado. A função `exec.Command` não permite injeção de código, pois o texto do comando é fixo no código e os argumentos são passados separadamente.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,833,68,0.00000000
5e5c4b7d:CWE-94:false_positive#4,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.47,"O texto do comando é constante e não provém de entrada externa. A função `runGnuPGWrapper` recebe parâmetros fixos (`wrapper` e `args...`) que são usados para construir o comando a ser executado, mas esses valores não podem ser alterados pelo usuário. Portanto, não há risco de injeção de código.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,872,96,0.00000000
5e5c4b7d:CWE-94:false_positive#5,argoproj/argo-cd,CWE-94,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.38,"O código não está executando comandos de forma dinâmica a partir da entrada do usuário. Todos os comandos são construídos usando valores constantes ou variáveis que são controladas pelo sistema, e não por dados fornecidos pelo usuário.",6,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,3690,71,0.00000000
e4311d83:CWE-1004:false_positive,argoproj/argo-cd,CWE-1004,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.22,"O cookie em questão é um token de autenticação que precisa ser lido pelo front-end para realizar operações como logout. Portanto, a ausência do atributo HttpOnly não constitui uma vulnerabilidade.",1,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1500,61,0.00000000
e4311d83:CWE-115:false_positive,argoproj/argo-cd,CWE-115,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.86,"O código não apresenta uma vulnerabilidade devido à interpretação incorreta de entrada. A função `Director` do `httputil.ReverseProxy` está sendo usada corretamente para reescrever a solicitação HTTP, removendo cabeçalhos específicos e adicionando novos cabeçalhos conforme necessário. Não há evidências de que esta abordagem esteja causando uma interpretação incorreta de entrada.",2,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,981,111,0.00000000
e4311d83:CWE-115:false_positive#1,argoproj/argo-cd,CWE-115,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.58,"O alerta é um FALSO POSITIVO porque a chamada para `proxy.Director` não está sendo usada de forma que possa levar à interpretação incorreta de entrada. A função `decorateDirector` é aplicada ao diretório, mas não há evidências de que isso cause uma reinterpretação inadequada da entrada.",2,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1152,92,0.00000000
e4311d83:CWE-300:false_positive,argoproj/argo-cd,CWE-300,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.53,"A entrada para o gRPC server não é controlada pelo usuário externo. O servidor gRPC é configurado dentro do próprio código, sem receber dados de entrada externa que possam ser manipulados por um agente externo. Além disso, a função 'CreateGRPC' não possui qualquer chamada que possa levar à criação de uma conexão insegura.",2,fallback,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,944,98,0.00000000
e4311d83:CWE-300:false_positive#1,argoproj/argo-cd,CWE-300,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.47,"A entrada para o gRPC server não é controlada pelo usuário externo. Ela é determinada pela função `Start` internamente, sendo uma string constante passada para a função `net.Listen`. Além disso, o código não cria uma conexão insegura, já que não há chamadas a funções que permitam conexões sem criptografia.",2,fallback,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,943,94,0.00000000
e4311d83:CWE-319:false_positive,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.80,"O código configura um cliente HTTP que desabilita a verificação de certificados TLS (`InsecureSkipVerify: true`). No entanto, isso é feito apenas quando o parâmetro `insecure` é verdadeiro. Isso geralmente ocorre em ambientes de desenvolvimento ou teste onde a segurança pode ser comprometida por razões específicas (como em um ambiente local sem certificados válidos). Em produção, essa configuração não deve ser usada e seria considerada uma vulnerabilidade real se ativada acidentalmente. Portanto, neste contexto específico, o alerta é um FALSO POSITIVO.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1006,150,0.00000000
e4311d83:CWE-319:false_positive#1,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.35,"O código desabilita a verificação de certificados TLS apenas quando o parâmetro 'insecure' é verdadeiro. Isso é considerado uma medida temporária para fins de depuração e não constitui uma vulnerabilidade real, pois os dados são enviados via HTTPS quando 'insecure' é falso.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1027,84,0.00000000
e4311d83:CWE-319:false_positive#2,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.09,"O código não envia dados sensíveis em texto claro. A função `http.ListenAndServe` é usada para iniciar um servidor HTTP, mas não há evidências de que os dados transmitidos pelo servidor sejam sensíveis ou que a comunicação esteja ocorrendo em texto claro.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,909,76,0.00000000
e4311d83:CWE-319:false_positive#3,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.81,"O código não transmite informações sensíveis em texto claro. A função `apiclient.NewConnection` é usada para estabelecer uma conexão com o próprio servidor, que é segura porque a comunicação ocorre entre componentes internos do mesmo sistema e não via rede externa.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1744,79,0.00000000
e4311d83:CWE-319:false_positive#4,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.36,O alerta é um FALSO POSITIVO porque a chamada `http.ListenAndServe` não está sendo usada para transmitir dados sensíveis. A função `NewCommand` configura um servidor HTTP que serve métricas e não envia dados sensíveis em texto claro.,32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,2446,76,0.00000000
e4311d83:CWE-319:false_positive#5,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.13,"O código não está configurado para iniciar um servidor HTTP sem TLS. A variável `disableTLS` é usada para controlar se o TLS deve ser desabilitado, mas ela é inicializada como `false` e não há nenhum caminho no código que permita a execução de `http.ListenAndServe` sem TLS. Portanto, este alerta é um FALSO POSITIVO.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,3808,101,0.00000000
e4311d83:CWE-319:false_positive#29,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.53,"O código não desabilita a verificação de certificados TLS/SSL. Em vez disso, ele verifica os certificados conforme configurado na estrutura `tlsConfig`. A linha que menciona 'InsecureSkipVerify' é condicional e só é ativada se `tlsConfig.StrictValidation` for falso. Caso contrário, o código usa certificados de raiz confiáveis fornecidos em `tlsConfig.Certificates`. Portanto, a desativação da verificação de TLS/SSL não ocorre neste contexto.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1194,130,0.00000000
e4311d83:CWE-319:false_positive#30,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.57,"O código não desabilita a verificação de certificados TLS/SSL. A flag 'redis-insecure-skip-tls-verify' é usada apenas para fins de depuração, conforme indicado no alerta. O código verifica se essa flag está ativada e, nesse caso, configura `tlsConfig.InsecureSkipVerify = true`, o que significa que a verificação do certificado TLS/SSL será ignorada. No entanto, isso é feito explicitamente para fins de depuração e não constitui uma vulnerabilidade real.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,2377,133,0.00000000
e4311d83:CWE-319:false_positive#31,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.20,"O código configura uma conexão TLS com a opção `InsecureSkipVerify` definida como `true`, o que desativa a verificação do certificado TLS. No entanto, isso é feito de forma controlada e condicional, dependendo da configuração fornecida pelo parâmetro `tlsConfig`. A função verifica se `DisableTLS` está ativado ou se `StrictValidation` está desativado antes de configurar a opção `InsecureSkipVerify`. Isso sugere que esta configuração é usada para fins específicos, como em ambientes de desenvolvimento ou testes, onde a verificação do certificado não é necessária. Portanto, este código não constitui uma vulnerabilidade real.",32,especifica,especialista:d1145f8b,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,964,173,0.00000000
